OBJECTID,CODIGO,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INSTALACION,altitud,latitud,longitud,DEPARTAMENTO,MUNICIPIO,AREA_OPERATIVA,AREA_HIDROGRAFICA,ZONA_HIDROGRAFICA,CORRIENTE,FECHA_SUSPENSION,SUBZONA_HIDROGRAFICA,ENTIDAD
3831,32035020,LA BALSORA [32035020],Climática Ordinaria,Convencional,Activa,1983-12-14 19:00,270,2.43838889,-73.93227778,Meta,La Macarena,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,0,,Río Guayabero,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3832,12010030,BARRANQUILLITA [12010030],Pluviométrica,Convencional,Activa,1974-12-15,18,7.57,-76.7,Antioquia,Chigorodó,Area Operativa 01 - Antioquia-Chocó,Caribe,Caribe - Litoral,0,,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3833,26200130,BOLOMBOLO [26200130],Pluviométrica,Convencional,Activa,1980-05-15,1700,5.97,-75.84,Antioquia,Venecia (Antioquia),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,0,,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3834,26180220,LA  PINTADA ALERTAS [26180220],Pluviométrica,Convencional,Activa,1980-06-02,608,5.73,-75.59999722,Antioquia,La Pintada,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Cauca,,Río Frío y Otros Directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3835,52055040,BOTANA [52055040],Agrometeorológica,Convencional,Activa,1979-05-14 19:00,2820,1.16,-77.27880556,Nariño,Pasto,Area Operativa 07 - Nariño-Putumayo,Pacifico,Patía,0,,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3836,5204700100,PUENTE LOS DOLORES - AUT ,Limnigráfica,Automática con Telemetría,Activa,2017-06-26,2697,1.19980556,-77.26569444,Nariño,Pasto,Area Operativa 07 - Nariño-Putumayo,Pacifico,Patía,Pasto,,Río Juananbú,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3837,3515000110,LA ESPERANZA [3515000110],Pluviométrica,Convencional,Activa,2015-06-04,163,3.79,-72.27,Meta,Puerto Gaitán,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,0,,Río Manacacias,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3838,11159010,CAPURGANA - AUT [11159010],Mareográfica,Automática con Telemetría,Activa,1995-08-15,19,8.62,-77.33,Chocó,Acandí,Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Mar Caribe,,Río Tolo y otros Directos al Caribe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3839,26255030,SANTA ISABEL VALDIVIA - AUT [26255030],Agrometeorológica,Automática con Telemetría,Activa,2004-11-22,1,6.16,-75.44,Antioquia,Rionegro (Antioquia),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,0,,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3840,12027010,PUEBLO BELLO  - AUT [12027010],Limnimétrica,Automática con Telemetría,Activa,1977-08-15,10,8.19999722,-76.52,Antioquia,Turbo,Area Operativa 01 - Antioquia-Chocó,Caribe,Caribe - Litoral,Mulatos,,Río Mulatos y otros directos al Caribe,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3841,11047040,QUIBDO - AUT [11047040],Limnigráfica,Automática con Telemetría,Activa,2008-11-30,21,5.7,-76.66205,Chocó,Quibdó,Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Atrato,,Río Cabi y otros Directos Atrato (md),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3842,16050100,EL CHORRO [16050100],Pluviométrica,Convencional,Activa,1968-05-15,1498,8.01747222,-73.18375,Norte de Santander,Ábrego,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,0,,Río Algodonal (Alto Catatumbo),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3843,2319700100,PIEDECUESTANA [2319700100],Limnimétrica,Convencional,Activa,2017-11-07,1096,6.99307222,-73.03546944,Santander,Piedecuesta,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,De Oro,,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3844,44035020,AEROPUERTO G ARTUNDUAGA [44035020],Climática Ordinaria,Convencional,En Mantenimiento,1969-10-14 19:00,244,1.58905556,-75.55955556,Caquetá,Florencia (Caquetá),Area Operativa 04 - Huila-Caquetá,Amazonas,Caquetá,0,,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3845,2319500066,SABANA DE TORRES - AUT [2319500066],Climática Principal,Automática con Telemetría,Activa,2017-11-08 19:00,144,7.38902778,-73.48888889,Santander,Sabana De Torres,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,0,,Río Lebrija y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3846,2804500076,PALMARITO - AUT [2804500076],Climática Principal,Automática con Telemetría,Activa,2017-04-29 19:00,977,10.41519444,-73.64355556,Cesar,Pueblo Bello,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Cesar,0,,Río Ariguaní,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3847,2906500077,PALMOR - SIERRA NEVADA - AUT [2906500077],Climática Principal,Automática con Telemetría,Activa,2017-04-20 19:00,1050,10.77175,-74.01913889,Magdalena,Ciénaga,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Bajo Magdalena,0,,Cga Grande de Santa Marta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3848,2403500083,PESCA - AUT [2403500083],Climática Principal,Automática con Telemetría,Activa,2017-10-12 19:00,2737,5.52303333,-73.07684722,Boyacá,Pesca,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,0,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3849,2403500085,SUSA - AUT [2403500085],Climática Principal,Automática con Telemetría,Activa,2017-10-26 19:00,2953,6.18779444,-72.83560278,Santander,Onzaga,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,0,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3850,26235030,MATANZAS [26235030],Climática Ordinaria,Convencional,Suspendida,1993-04-14 19:00,569,7.03583333,-75.66594444,Antioquia,Toledo (Antioquia),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,0,2018-09-27 9:11,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3851,27045020,CASERI [27045020],Climática Ordinaria,Convencional,Suspendida,1970-05-14 19:00,72,7.81172222,-74.93597222,Antioquia,Caucasia,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Nechí,0,2018-09-27 9:12,Directos al Bajo Nechí (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3852,25025090,AEROPUERTO LAS FLORES [25025090],Climática Principal,Convencional,Activa,1952-02-14 19:00,34,9.04633333,-73.97083333,Magdalena,El Banco,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Bajo Magdalena,0,,Directos Bajo Magdalena entre El Banco y El Plato,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3853,2703700106,EL RETIRO - AUT [2703700106],Limnigráfica,Automática con Telemetría,Activa,2017-05-04,59,7.56,-74.79999722,Antioquia,El Bagre,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Nechí,Tigui,,Bajo Nechí (md),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3854,29004520,ESCUELA NAVAL BARRANQUILLA  - AUT [29004520],Climática Principal,Automática con Telemetría,Activa,2016-06-09 19:00,10,11.00638889,-74.785,Atlantico,Barranquilla,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena,0,,Directos al Bajo Magdalena entre Calamar y desembocadura,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3855,15067280,JOTOMANA [15067280],Limnimétrica,Convencional,Activa,2012-10-31 19:00,59,11.31891389,-72.55405556,La Guajira,Albania (La guajira),Area Operativa 05 - Magdalena-Cesar-Guajira,Caribe,Caribe - Guajira,Rancheria,,Río Ranchería,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3856,11105020,CARMEN DEL DARIEN -AUT [11105020],Climática Ordinaria,Automática con Telemetría,Activa,2005-09-27 19:00,18,7.15433333,-76.97719444,Chocó,Carmen Del Darién  (Curbaradó),Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,0,,Río Sucio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3857,54057010,NOANAMA ASERRIO [54057010],Climática Ordinaria,Automática con Telemetría,Activa,1975-03-14 19:00,36,4.67275,-76.93341667,Chocó,Medio San Juan,Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,San Juán,San Juan,,Río Capoma y otros directos al San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3858,54050010,NOANAMA [54050010],Climática Ordinaria,Automática con Telemetría,Activa,1969-01-14 19:00,18,4.71666667,-76.91666667,Chocó,Istmina,Area Operativa 09 - Cauca-Valle-Caldas,Pacifico,San Juán,0,,Río San Juan Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3859,11030010,CERTEGUI [11030010],Climática Ordinaria,Automática con Telemetría,Activa,1967-01-14 19:00,72,5.37502778,-76.61311111,Chocó,Cértegui,Area Operativa 09 - Cauca-Valle-Caldas,Caribe,Atrato - Darién,0,,Río Quito,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3860,21197010,EL PROFUNDO - AUT [21197010],Limnigráfica,Automática con Telemetría,Activa,1954-04-14 19:00,1860,4.01169444,-74.50444444,Cundinamarca,Cabrera (Cundinamarca),Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Sumapaz,,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3861,47017701,CANAL A [47017701],Limnimétrica,Convencional,Suspendida,1977-02-14 19:00,265,1.11444444,-76.97694444,Putumayo,San Francisco (Putumayo),Area Operativa 07 - Nariño-Putumayo,Amazonas,Putumayo,Putumayo,2018-10-08 4:27,Alto Río Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3862,27015150,PROGRESO EL HACIENDA [27015150],Climática Ordinaria,Convencional,Suspendida,1973-04-14 19:00,1345,6.44747222,-75.39716667,Antioquia,Don Matías,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Nechí,0,2018-10-09 5:08,Río Porce,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3863,23105060,VEGACHI - AUT [23105060],Agrometeorológica,Automática con Telemetría,Suspendida,2004-11-19 19:00,990,6.77411111,-74.79652778,Antioquia,Vegachí,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,0,2018-10-09 5:08,Rió San Bartolo y otros directos al Magdalena Medio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3864,24017150,LA BOYERA AUT,Limnimétrica,Convencional,Activa,1960-01-14 19:00,2610,5.303,-73.85133333,Cundinamarca,Ubaté,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Sogamoso,Ubate,,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3865,35027510,CALOSTROS BAJO - AUT  [35027510],Limnigráfica,Automática con Telemetría,Activa,2008-05-23 19:00,2943,4.6645,-73.86308333,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Calostros,,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3866,11037030,LA LOMA PUEBLO [11037030],Limnigráfica,Automática con Telemetría,Suspendida,2005-04-14 19:00,72,5.58466667,-76.75327778,Chocó,Rio Quito (Paimadó),Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Quito,2018-10-11 5:10,Río Quito,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3867,12017040,RIOGRANDE [12017040],Limnimétrica,Convencional,Suspendida,1977-07-14 19:00,22,7.92783333,-76.62111111,Antioquia,Turbo,Area Operativa 01 - Antioquia-Chocó,Caribe,Caribe - Litoral,Grande,2018-10-11 5:10,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3868,12017070,CERRAZON LA [12017070],Limnigráfica,Automática sin Telemetría,Suspendida,1986-09-14 19:00,40,7.72086111,-76.57636111,Antioquia,Chigorodó,Area Operativa 01 - Antioquia-Chocó,Caribe,Caribe - Litoral,Chigorodo,2018-10-11 5:10,Río León,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3869,21197110,SILVANIA,Limnigráfica,Convencional,Activa,1971-11-14 19:00,1480,4.40305556,-74.38530556,Cundinamarca,Silvania,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Subia,,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3870,23087180,SIRPES LOS [23087180],Limnigráfica,Automática sin Telemetría,Suspendida,1973-05-14 19:00,375,6.37544444,-75.16125,Antioquia,Concepción (Antioquia),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Quebrada La Concepcion,2018-10-11 5:11,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3871,23087830,FRESERA LA [23087830],Limnigráfica,Automática sin Telemetría,Suspendida,1993-09-14 19:00,650,6.19972222,-75.33408333,Antioquia,Rionegro (Antioquia),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Medio Magdalena,Negro,2018-10-11 5:11,Río Nare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3872,26167090,COSTA AZUL  [26167090],Limnigráfica,Automática sin Telemetría,Suspendida,1984-08-14 19:00,1800,5.35633333,-75.49286111,Caldas,Salamina (Caldas),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Chamberi,2018-10-11 5:11,Rio Tapias y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3873,26197010,CAMPAMENTO [26197010],Limnigráfica,Automática sin Telemetría,Suspendida,1971-09-14 19:00,1228,5.68133333,-75.87558333,Antioquia,Andes,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,San Juan,2018-10-11 5:11,Río San Juan,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3874,26237050,PUENTE PESCADERO [26237050],Limnigráfica,Convencional,Suspendida,1979-11-14 19:00,425,7.08833333,-75.69591667,Antioquia,Toledo (Antioquia),Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Cauca,2018-10-11 5:12,Directos Río Cauca entre Río San Juan y Pto Valdia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3875,26237100,OLAYA [26237100],Limnigráfica,Convencional,Suspendida,1981-10-14 19:00,175,6.64494444,-75.82616667,Antioquia,Liborina,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Cauca,2018-10-11 5:12,Directos Río Cauca  entre Río San Juan y  Pto Valdivia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3876,44037090,LARANDIA [44037090],Limnigráfica,Automática sin Telemetría,Suspendida,1971-03-14 19:00,390,1.48908333,-75.49325,Caquetá,Florencia (Caquetá),Area Operativa 04 - Huila-Caquetá,Amazonas,Caquetá,Orteguaza,2018-10-23 6:53,Río Orteguaza,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3877,21080130,TOTUMO EL HACIENDA [21080130],Pluviográfica,Convencional,Suspendida,1983-06-14 19:00,790,2.59375,-75.62119444,Huila,Íquira,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,0,2018-10-23 6:54,Río Yaguará y Río Iquira,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3878,21120130,RIONEGRO HACIENDA [21120130],Pluviométrica,Convencional,Suspendida,1979-10-14 19:00,560,2.91186111,-75.42605556,Huila,Palermo,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,0,2018-10-23 6:54,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3879,21115070,PORTAL EL [21115070],Climática Ordinaria,Convencional,Suspendida,1963-06-14 19:00,1300,3.01494444,-75.073,Huila,Tello,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,0,2018-10-23 6:55,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3880,21115140,LAURELES LOS [21115140],Climática Ordinaria,Convencional,Suspendida,1963-06-14 19:00,2100,3.094,-74.92111111,Huila,Baraya,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,0,2018-10-23 6:55,Río Cabrera,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3881,44187020,PEDRERA LA [44187020],Pluviométrica,Convencional,Activa,1984-05-14 19:00,102,-1.31316667,-69.59158333,Amazonas,La Pedrera,Area Operativa 04 - Huila-Caquetá,Amazonas,Caquetá,Caqueta,,Río Caqueta Bajo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3882,35025100,CALOSTROS BAJO - AUT [35025100],Meteorológica Especial,Automática con Telemetría,Activa,2008-05-24,2943,4.67377778,-73.81888889,Cundinamarca,La Calera,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,0,,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3883,24037620,PUENTE VDA. CALVARIO [24037620],Limnigráfica,Automática sin Telemetría,Activa,2013-10-28 19:00,3106,6.49036111,-72.407,Boyacá,Guicán,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,Rio Cardenillo,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3884,16027120,SAN JAVIER/PUENTE ZULIA - AUT [16027120],Limnigráfica,Automática con Telemetría,Activa,1958-07-14 19:00,270,7.83388889,-72.65027778,Norte de Santander,Durania,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,Zulia,,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3885,24037630,RITACUBA NEGRO - [24037630],Limnigráfica,Automática sin Telemetría,Activa,2013-10-28 19:00,4307,6.50905556,-72.3295,Boyacá,Guicán,Area Operativa 06 - Boyacá-Casanare-Vichada,Magdalena Cauca,Sogamoso,Rio Cardenillo,,Río Chicamocha,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3886,16067010,PUERTO BARCO-GABARRA - AUT [16067010],Limnigráfica,Automática con Telemetría,Activa,1969-08-14 19:00,19,9.00361111,-72.9,Norte de Santander,Tibú,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,Catatumbo,,Bajo Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3887,23147040,AYACUCHO - AUT [23147040],Limnimétrica,Automática con Telemetría,Activa,1992-10-14 19:00,101,6.85580556,-73.76933333,Santander,Simacota,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Medio Magdalena,La Colorada,,Río Opón,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3888,16047010,PUENTE ABREGO - AUT [16047010],Limnigráfica,Automática con Telemetría,Activa,1971-10-14 19:00,1430,8.04333333,-73.08305556,Norte de Santander,Ábrego,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,Tarra,,Río Tarra,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3889,16037030,PUENTE SARDINATA - AUT [16037030],Limnigráfica,Automática con Telemetría,Activa,1973-03-14 19:00,245,8.10361111,-72.79472222,Norte de Santander,Sardinata,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,Sardinata,,Río Nuevo Presidente - Tres Bocas (Sardinata  Tibu),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3890,37027010,PEÑA DE LOS MICOS - AUT [37027010],Limnigráfica,Automática con Telemetría,Activa,1972-10-14 19:00,870,7.19697222,-72.42477778,Norte de Santander,Toledo (Norte de Santander),Area Operativa 08 - Santanderes-Arauca,Orinoco,Arauca,Margua,,Río Margua,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3891,16027060,PUERTO LEON - AUT [16027060],Limnigráfica,Automática con Telemetría,Activa,1972-10-14 19:00,47,8.35027778,-72.43472222,Norte de Santander,Puerto Santander,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,Tachira,,Río Zulia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3892,16057040,QUINCE LETRAS - AUT [16057040],Limnigráfica,Automática con Telemetría,Activa,1971-11-14 19:00,360,8.54111111,-73.24611111,Norte de Santander,Teorama,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,Catatumbo,,Río Algodonal (Alto Catatumbo),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3893,24017570,SAN BENITO [24017570],Limnimétrica,Convencional,Activa,1974-04-14 19:00,145,6.11833333,-73.49333333,Santander,San Benito,Area Operativa 08 - Santanderes-Arauca,Magdalena Cauca,Sogamoso,Suarez,,Río Suárez,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3894,2306500106,ALTO DEL TRIGO - AUT   [2306500106],Climática Principal,Automática con Telemetría,Activa,2018-03-25 19:00,1728,5.00190278,-74.53758611,Cundinamarca,Guaduas,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Medio Magdalena,0,,Río Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3895,3507500133,TEATINOS - AUT   [3507500133],Climática Principal,Automática con Telemetría,Activa,2017-10-10 19:00,2740,5.42282222,-73.37577778,Boyacá,Boyacá,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,0,,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3896,2604500134,TORIBIO ALERTAS   TORIBIO - AUT   [2604500134],Climática Principal,Automática con Telemetría,Activa,2017-04-26 19:00,1759,2.95238889,-76.26208333,Cauca,Toribío,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,,Río Palo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3897,2120500135,UNIVERSIDAD DE LA SABANA - AUT   [2120500135],Climática Principal,Automática con Telemetría,Activa,2018-10-16 19:00,2548,4.85475,-74.03266944,Cundinamarca,Chía,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,0,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3898,2702500107,ANGOSTURA - AUT   [2702500107],Climática Principal,Automática con Telemetría,Activa,2017-12-25 19:00,1756,6.90055556,-75.32601944,Antioquia,Angostura,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Nechí,0,,Alto Nechí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3899,21257080,QUINTA COBRA [21257080],Limnimétrica,Convencional,Suspendida,1972-04-15,360,4.96666667,-74.93333333,Tolima,Armero (Guayabal),Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Lagunilla,1978-04-15,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3900,35077070,SALITRE EL [35077070],Limnimétrica,Convencional,Suspendida,1974-12-15,1285,4.98333333,-73.48333333,Boyacá,Somondoco,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Somondoco,1990-06-15,Río Garagoa,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3901,11050040,CALAORRA [11050040],Pluviométrica,Convencional,Suspendida,1977-02-15,50,5.76666667,-76.85,Chocó,Quibdó,Area Operativa 01 - Antioquia-Chocó,Caribe,Atrato - Darién,Atrato,1994-03-15,Directos Atrato entre ríos Quito y Bojayá (mi),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
3902,29060480,CAPITOLIO [29060480],Pluviométrica,Convencional,Suspendida,1969-10-15,20,10.76666667,-74.23333333,Magdalena,Zona Bananera,Area Operativa 05 - Magdalena-Cesar-Guajira,Magdalena Cauca,Bajo Magdalena,Sevilla,1970-06-15,Cga Grande de Santa Marta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
